1390;-5483;6574;4978
1390;-5482;6574;4979
1390;-5482;6574;4979
1390;-5482;6574;4979
1390;-5482;6574;4979
1390;-5482;6574;4979
1390;-5482;6574;4979
1390;-5482;6574;4979
1390;-5482;6574;4979
1391;-5483;6574;4978
1391;-5483;6574;4978
1391;-5483;6574;4978
1391;-5483;6574;4978
1393;-5484;6573;4978
1393;-5484;6573;4978
1393;-5484;6573;4978
1393;-5484;6573;4978
1393;-5484;6573;4978
1393;-5484;6573;4978
1393;-5484;6573;4978
1393;-5484;6573;4978
1393;-5484;6573;4978
1393;-5484;6573;4978
1393;-5484;6573;4978
1393;-5484;6573;4978
1393;-5484;6573;4978
1393;-5484;6573;4978
1393;-5484;6573;4978
1391;-5484;6574;4977
1391;-5484;6574;4977
1391;-5484;6574;4977
1391;-5484;6574;4977
1391;-5484;6574;4977
1391;-5484;6574;4977
1391;-5484;6574;4977
1391;-5484;6574;4977
1391;-5484;6574;4977
1391;-5484;6574;4977
1391;-5484;6574;4977
1391;-5484;6574;4977
1390;-5484;6575;4976
1390;-5484;6575;4976
1390;-5484;6575;4976
1390;-5484;6575;4976
1390;-5484;6575;4976
1390;-5484;6575;4976
1390;-5484;6575;4976
1390;-5484;6575;4976
1390;-5484;6575;4976
1390;-5484;6575;4976
1390;-5484;6575;4976
1390;-5484;6575;4976
1390;-5484;6575;4976
1390;-5484;6575;4976
1390;-5484;6575;4976
1390;-5484;6575;4976
1389;-5483;6577;4974
1389;-5483;6577;4974
1389;-5483;6577;4974
1389;-5483;6577;4974
1388;-5481;6578;4976
1388;-5481;6578;4976
1388;-5481;6578;4976
1388;-5481;6578;4976
1388;-5481;6578;4976
1388;-5481;6578;4976
1388;-5481;6578;4976
1388;-5481;6578;4976
1388;-5481;6578;4976
1388;-5481;6578;4976
1388;-5481;6578;4976
1388;-5481;6578;4976
1388;-5481;6578;4976
1388;-5481;6578;4976
1388;-5481;6578;4976
1388;-5481;6578;4976
1388;-5482;6578;4975
